No,Sumber,Akun / Media,Judul / Narasi,Label Manual,Label Otomatis
1504,X (Twitter),@anon_indo,Dana BSU Guru Honorer tahap 2 sengaja dipotong untuk membiayai proyek jalan tol.,1,
1505,CNN Indonesia,@CNNIndonesia,Efisiensi Birokrasi: Kemendikbud gabungkan beberapa direktorat untuk pangkas biaya operasional.,0,
1506,Facebook,Kabar Guru,Guru honorer wajib bayar biaya pendaftaran seleksi PPPK sebesar Rp250rb melalui link ini.,1,
1507,Tirto.id,@tirtoid,Nadiem Makarim: Kita siapkan materi belajar mandiri untuk efisiensi jika sekolah kembali daring.,0,
1508,YouTube,Berita News,Video: Mendikbud umumkan gedung sekolah akan dijual jika tidak dipakai tatap muka.,1,
1509,Republika,@republikaonline,Pemerintah fokuskan dana pendidikan pada bantuan UKT bagi mahasiswa semester akhir.,0,
1510,WhatsApp,Grup Sekolah,"Subsidi pulsa 50GB dan uang tunai Rp500rb dari menteri, klaim di hadiah-awal-tahun.tk.",1,
1511,LLDikti,@lldikti_wil3,Kampus diminta tertibkan data mahasiswa penerima KIP Kuliah semester genap Januari.,0,
1512,Instagram,@infokampus,Mahasiswa tidak perlu bayar uang gedung jika kuliah dilakukan 100% daring bulan ini.,1,
1513,Kemenkeu,Nota Keuangan,Refocusing Januari: Alokasi dana pendidikan tetap 20% dari APBN meski dalam masa pandemi.,0,
1514,TikTok,@politikupdate,Dana riset vaksin universitas ditarik kembali oleh kementerian untuk bayar hutang.,1,
1515,Kompas,@hariankompas,Kemendikbud: Sekolah di zona merah wajib tetap PJJ meski ada izin PTM dari Pemda.,0,
1516,Facebook,Forum Honorer,Nadiem resmi angkat semua honorer jadi PNS tanpa tes pada hari Pendidikan Nasional.,1,
1517,Setkab RI,@setkabgoid,Presiden: Pastikan anggaran pendidikan Januari tepat sasaran untuk kebutuhan siswa.,0,
1518,WhatsApp,Pesan Berantai,"Bantuan HP gratis dari Kemendikbud untuk 100 pendaftar pertama hari ini, klik ini.",1,
1519,CNBC Indonesia,@cnbcindonesia,"Kemendikbud hemat Rp1,5 Triliun dari pembatasan perjalanan dinas di awal tahun 2021.",0,
1520,X (Twitter),@guru_cerdas,Kemendikbud akan memotong tunjangan bagi guru yang tidak aktif di portal Guru Belajar.,1,
1521,Tempo.co,@tempodotco,Nadiem: Transformasi digital pendidikan adalah kunci efisiensi biaya sekolah masa depan.,0,
1522,Instagram,@beasiswagratis,Pendaftaran Beasiswa Awal Tahun bagi mahasiswa berprestasi di situs beasiswa-2021.xyz.,1,
1523,Kemendikbud,Rilis Pers,Mendikbud: BSU Guru Honorer masih bisa dicairkan bagi yang belum aktivasi rekening.,0,
1524,WhatsApp,Grup Kelas,"Kuota belajar gratis 30GB dari Telkomsel khusus Januari, aktifkan di link palsu ini.",1,
1525,Kemenkeu,Laporan APBN,Realisasi belanja fungsi pendidikan Januari fokus pada penyaluran dana BOS Tahap I.,0,
1526,Facebook,Info Loker,"Lowongan admin verifikasi rekening BSU Kemendikbud, gaji Rp5 juta, biaya pendaftaran nol.",1,
1527,Detik Finance,@detikcom,Sri Mulyani: Dana abadi pendidikan akan dikelola lebih efisien melalui lembaga khusus.,0,
1528,TikTok,@mhs_update,PTN resmi dilarang menagih biaya semester jika mahasiswa belum dapat subsidi kuota.,1,
1529,Humas PTN,@univ_indonesia,UI tawarkan keringanan UKT bagi mahasiswa yang keluarganya terdampak ekonomi.,0,
1530,WhatsApp,Grup Guru,Biaya pendaftaran verifikasi BSU guru honorer sebesar Rp150rb per orang (Penipuan).,1,
1531,Kompasiana,Opini,Efisiensi Birokrasi: Dampak positif penyaluran Dana BOS langsung ke rekening sekolah.,0,
1532,Instagram,@scholarship_id,Beasiswa ke Jepang 2021 dibatalkan karena anggaran dialihkan ke program kuota.,1,
1533,BPS,Laporan 2021,Biaya operasional pendidikan turun seiring belum maksimalnya sekolah tatap muka.,0,
1534,X (Twitter),@lapor_mas,Link verifikasi nomor HP siswa untuk dapat paket internet 45GB Januari (Phishing).,1,
1535,Kemendikbud,@kemdikbud,Mendikbud: Subsidi kuota internet akan dilanjutkan mulai bulan Maret 2021.,0,
1536,Facebook,Berita Guru,Sekolah yang tidak lapor kesiapan prokes akan dicabut bantuan Dana BOS-nya.,1,
1537,Antara News,@antaranews,Kemendikbud kaji efisiensi dana bantuan operasional untuk sekolah dengan siswa sedikit.,0,
1538,WhatsApp,Grup WA,"Undian laptop dari ""Program Sekolah Cerdas 2021"", klaim hadiah di hadiah-mhs.xyz.",1,
1539,Liputan6,@liputan6dotcom,Efisiensi: Kemendikbud pangkas 50% biaya pengadaan buku fisik dan dialihkan ke e-book.,0,
1540,TikTok,@infosekolah,Video: Nadiem umumkan libur sekolah diperpanjang hingga Desember 2021.,1,
1541,Tirto.id,@tirtoid,Analisis: Persiapan PTM Januari tingkatkan belanja kebutuhan sanitasi sekolah.,0,
1542,X (Twitter),@edunews,Pemerintah batalkan bantuan bagi guru honorer yang tidak mengajar di sekolah negeri.,1,
1543,Kemendikbud,@Kemdikbud_RI,Program Guru Penggerak: Fokus pada kepemimpinan dan inovasi pembelajaran efisien.,0,
1544,WhatsApp,Grup Guru,Perintah pengiriman data Dapodik untuk klaim bonus tahun baru dari kementerian.,1,
1545,Kompas.com,@kompascom,Kemendikbud siapkan dana Rp1 Triliun untuk subsidi UKT mahasiswa swasta Januari.,0,
1546,Facebook,Info Guru,Sertifikasi guru Januari hanya cair bagi guru yang lulus ujian kompetensi IT.,1,
1547,Antara News,@antaranews,Dana BOS 2021: Digitalisasi pelaporan pangkas waktu administrasi bendahara sekolah.,0,
1548,TikTok,@edukasiviral,Kabar Buruk: Tahun ajaran baru 2021 resmi diulang dari awal bagi semua jenjang.,1,
1549,Detik Edu,@detikcom,Nadiem: Anggaran kementerian diprioritaskan untuk pemulihan kualitas pembelajaran.,0,
1550,Instagram,@beasiswahunter,Beasiswa luar negeri 2021 dialihkan total untuk subsidi kuota internet mahasiswa.,1,
1551,Tempo.co,@tempodotco,Kemendikbud dorong efisiensi melalui penggunaan portal Rumah Belajar secara gratis.,0,
1552,WhatsApp,Broadcast,Link registrasi bantuan dana belajar Rp2 juta bagi siswa sekolah bulan Januari.,1,
1553,Liputan6,@liputan6dotcom,Mendikbud: PJJ adalah momentum melakukan efisiensi sistem pendidikan nasional.,0,
1554,X (Twitter),@anon_indo,Dana bantuan mahasiswa KIP dipakai untuk membiayai iklan keberhasilan kementerian.,1,
1555,CNN Indonesia,@CNNIndonesia,Efisiensi Anggaran: Kemendikbud tunda pengadaan alat olahraga tingkat nasional.,0,
1556,Facebook,Kabar Guru,Syarat pencairan sertifikasi Januari wajib melampirkan bukti vaksinasi tahap 1.,1,
1557,Tirto.id,@tirtoid,Analisis: Digitalisasi administrasi sekolah pangkas biaya operasional daerah.,0,
1558,YouTube,Berita News,Video: Mendikbud umumkan seluruh seragam sekolah diganti kaos demi penghematan.,1,
1559,Republika,@republikaonline,Pemerintah fokuskan dana pendidikan untuk infrastruktur teknologi di sekolah pedesaan.,0,
1560,WhatsApp,Grup Sekolah,Subsidi pulsa 50GB cair jika login menggunakan nomor HP di link bit.ly palsu ini.,1,
1561,LLDikti,@lldikti_wil3,Digitalisasi tanda tangan ijazah perguruan tinggi pangkas biaya pengiriman dokumen.,0,
1562,Instagram,@infokampus,Mahasiswa angkatan 2020 bebas biaya UKT selama 2 semester jika orang tua kena PHK.,0,
1563,Kemenkeu,Nota Keuangan,Sisa anggaran UN 2020 resmi habis dialokasikan untuk subsidi kuota internet.,0,
1564,TikTok,@politikupdate,Dana riset universitas dipotong untuk membayar influencer pariwisata nasional.,1,
1565,Kompas,@hariankompas,Kemendikbud instruksikan sekolah gunakan Dana BOS untuk pembelian kuota bagi guru.,0,
1566,Facebook,Forum Honorer,Nadiem Makarim hapus syarat NUPTK bagi penerima BSU Guru Honorer.,0,
1567,Setkab RI,@setkabgoid,Presiden: Efisiensi anggaran pendidikan harus berujung pada bantuan langsung rakyat.,0,
1568,Kemendikbud,@Kemdikbud_RI,"Nadiem: Program Guru Berbagi capai 1,5 juta materi gratis untuk efisiensi mengajar.",0,
1569,WhatsApp,Grup Guru,Pemberitahuan bonus kuota 15GB bagi guru yang sudah cetak kartu BSU di Info GTK.,1,
1570,Detik Edu,@detikcom,"Kemendikbud alokasikan Rp2,9 Triliun untuk tunjangan khusus guru di daerah terpencil.",0,
1571,Facebook,Info Viral,"Sekolah dilarang pungut biaya perpisahan selama pandemi, jika melanggar denda besar.",0,
1572,Antara News,@antaranews,Kemendikbud salurkan BOS Afirmasi bagi sekolah swasta di daerah terdampak COVID.,0,
1573,TikTok,@mhs_fakta,Kampus resmi dilarang menagih biaya wisuda online jika hanya menggunakan aplikasi Zoom.,1,
1574,Tempo.co,@tempodotco,Kemendikbud tunda pembangunan pusat seni demi dana bantuan kuota internet.,0,
1575,Instagram,@beasiswa_indo,Beasiswa S2 luar negeri hanya tersedia bagi mereka yang memiliki sertifikat keahlian IT.,1,
1576,Liputan6,@liputan6dotcom,Mendikbud: Kurikulum Darurat kurangi beban psikis siswa dan finansial orang tua.,0,
1577,WhatsApp,Pesan Berantai,"Link subsidi internet 75GB bagi pengguna Telkomsel edisi Januari, klik di sini.",1,
1578,CNBC Indonesia,@cnbcindonesia,"Kemendikbud pangkas anggaran perjalanan dinas hingga Rp2,4 Triliun tahun 2020.",0,
1579,X (Twitter),@anon_indo,Dana pembangunan jalan tol diambil dari anggaran riset universitas nasional.,1,
1580,CNN Indonesia,@CNNIndonesia,Efisiensi: Kemendikbud terapkan sistem monitoring dana BOS berbasis digital.,0,
1581,Facebook,Kabar Guru,Sertifikasi guru hanya cair jika guru menunjukkan struk belanja paket data harian.,1,
1582,Tirto.id,@tirtoid,Analisis: Skema baru penyaluran dana BOS Januari ringankan beban sekolah kecil.,0,
1583,YouTube,Politik News,Video: Mendikbud sebut sekolah swasta tidak akan dapat bantuan lagi tahun depan.,1,
1584,Republika,@republikaonline,Pemerintah tingkatkan alokasi dana bantuan operasional sekolah swasta di Januari.,0,
1585,WhatsApp,Grup Sekolah,"Bantuan tablet gratis bagi 100 guru honorer pertama, klik tablet-guru-bsu.xyz.",1,
1586,LLDikti,@lldikti_wil3,Penyeragaman sistem pelaporan online (PDDIKTI) kurangi biaya administrasi kampus.,0,
1587,Instagram,@infomahasiswa,Pengembalian dana UKT 100% bagi mahasiswa yang tidak masuk laboratorium.,1,
1588,Kemenkeu,Nota APBN,Belanja barang Kemendikbud turun tajam berkat efisiensi pertemuan virtual Januari.,0,
1589,TikTok,@politikupdate,Dana subsidi kuota hanya diberikan kepada provider tertentu milik kroni pejabat.,1,
1590,Kompas,@hariankompas,Kemendikbud: Sekolah boleh gunakan dana BOS untuk beli alat cuci tangan otomatis.,0,
1591,Facebook,Forum Honorer,Pendaftaran PPPK 2021 resmi dibuka mulai 25 Januari bertepatan Hari Guru.,1,
1592,Setkab RI,@setkabgoid,Presiden: Anggaran pendidikan harus lincah dan berpihak pada rakyat kecil.,0,
1593,Kemendikbud,@Kemdikbud_RI,"Kemendikbud luncurkan portal ""Guru Belajar"" untuk efisiensi pelatihan guru daring.",0,
1594,WhatsApp,Grup Guru,"Link klaim insentif tambahan guru honorer Rp1,2 juta dari kementerian (Palsu).",1,
1595,Detik Edu,@detikcom,Nadiem: Penyaluran Dana BOS Tahap I dipercepat untuk persiapan semester genap.,0,
1596,Facebook,Info Viral,Sekolah wajib kembalikan uang gedung karena gedung tidak dipakai selama PJJ.,1,
1597,Antara News,@antaranews,Kemendikbud siapkan dana Rp100 Miliar untuk penguatan server e-learning universitas.,0,
1598,TikTok,@edukasiviral,Kabar Buruk: Ijazah 2020 tidak laku untuk melamar kerja karena lulusan pandemi.,1,
1599,Tempo.co,@tempodotco,Kemendikbud sederhanakan standar kelulusan nasional guna efisiensi kurikulum.,0,
1600,Instagram,@beasiswahunter,Dana KIP-Kuliah ditunda pencairannya demi subsidi vaksin kementerian kesehatan.,1,
1601,CNBC Indonesia,@cnbcindonesia,Kemendikbud hemat Rp300 Miliar dari pengalihan rapat koordinasi daerah ke webinar.,0,
1602,WhatsApp,Broadcast,Link aktivasi paket internet 30GB gratis dari menteri khusus bulan Januari.,1,
1603,Liputan6,@liputan6dotcom,Mendikbud: Pemanfaatan sistem SIPLah dalam pengadaan sekolah lebih efisien.,0,
1604,X (Twitter),@anon_indo,Anggaran beasiswa luar negeri dipakai untuk membayar buzzer politik pemerintah.,1,
1605,CNN Indonesia,@CNNIndonesia,Efisiensi Anggaran: Kemendikbud batalkan seluruh studi banding antar universitas.,0,
1606,Facebook,Kabar Guru,Guru honorer yang tidak menguasai Google Classroom akan diberhentikan kontraknya.,1,
1607,Tirto.id,@tirtoid,Analisis: Kurikulum Darurat Januari ringankan biaya fotokopi tugas orang tua.,0,
1608,YouTube,Berita News,Video: Nadiem resmi gunakan dana BOS untuk operasional bisnis pribadinya.,1,
1609,Republika,@republikaonline,Pemerintah alokasikan dana khusus untuk riset ventilator di universitas nasional.,0,
1610,WhatsApp,Grup Sekolah,Bantuan uang tunai Rp1 juta bagi siswa SMK via link dana-siswa.tk.,1,
1611,LLDikti,@lldikti_wil3,Penertiban administrasi dosen dilakukan 100% daring demi efisiensi biaya logistik.,0,
1612,Instagram,@infokampus,Mahasiswa yang tidak lapor nomor HP di Dapodik akan dicabut beasiswanya.,1,
1613,Kemenkeu,Nota APBN,Sisa dana pembatalan UN 2020 jadi sumber utama subsidi kuota internet Januari.,0,
1614,TikTok,@politikupdate,Dana riset universitas dipotong untuk membayar influencer pariwisata nasional.,1,
1615,Kompas,@hariankompas,Kemendikbud: Digitalisasi data guru kunci efisiensi penyaluran bantuan subsidi upah.,0,
1616,Facebook,Forum Honorer,Anggaran pengangkatan guru PPPK 2021 dihapus karena negara krisis ekonomi.,1,
1617,Setkab RI,@setkabgoid,Presiden Jokowi: Anggaran pendidikan harus fleksibel dan berpihak pada rakyat.,0,
1618,WhatsApp,Pesan Berantai,"Bantuan dana renovasi gedung perpustakaan, hubungi WA 0821xxxxxxxx (Modus Penipuan).",1,
1619,CNBC Indonesia,@cnbcindonesia,Kemendikbud pangkas biaya operasional birokrasi sebesar Rp400 Miliar di Januari.,0,
1620,X (Twitter),@guru_cerdas,Kemendikbud akan tarik dana sertifikasi bagi guru yang tidak mengajar di zona hijau.,1,
1621,Tempo.co,@tempodotco,Nadiem: Efisiensi anggaran adalah memastikan dana sampai ke tangan yang berhak.,0,
1622,Instagram,@beasiswagratis,Pendaftaran Beasiswa Berhenti Kuliah bagi mahasiswa terdampak di link-beasiswa.com.,1,
1623,Kemendikbud,Rilis Pers,Penyesuaian Juknis BOS Januari: Sekolah boleh beli alat perlindungan diri bagi guru.,0,
1624,WhatsApp,Grup Kelas,Subsidi biaya SPP sekolah Rp200rb cair melalui link subsidi-pendidikan.online.,1,
1625,Kemenkeu,Laporan APBN,Realisasi belanja fungsi pendidikan Januari meningkat tajam akibat persiapan PTM.,0,
1626,Facebook,Info Loker,"Kemendikbud butuh admin entri data bantuan kuota internet, gaji Rp4 juta sebulan.",1,
1627,Detik Finance,@detikcom,Sistem pelaporan BOS daring (ARKAS) berhasil minimalisir kebocoran dana sekolah.,0,
1628,TikTok,@mhs_update,UI dan ITB naikkan biaya pendaftaran mahasiswa baru jalur mandiri secara mendadak.,1,
1629,Humas PTN,@univ_indonesia,UI optimalkan efisiensi pemeliharaan fasilitas kampus selama periode PJJ Januari.,0,
1630,WhatsApp,Grup Guru,Biaya pendaftaran verifikasi subsidi upah kementerian sebesar Rp50rb per orang.,1,
1631,Kompasiana,Opini,Kebijakan Merdeka Belajar: Transformasi efisiensi birokrasi pendidikan Indonesia.,0,
1632,Instagram,@scholarship_id,Dana beasiswa S1 dalam negeri dialihkan untuk pembangunan rumah sakit darurat baru.,1,
1633,BPS,Laporan 2021,Stabilitas biaya pendidikan Januari terbantu kebijakan subsidi paket data.,0,
1634,X (Twitter),@lapor_mas,Link verifikasi nomor HP dosen untuk tunjangan kuota riset Januari (Phishing).,1,
1635,Kemendikbud,@kemdikbud,Mendikbud: Kampus Merdeka dorong kolaborasi riset antar kampus yang efisien.,0,
1636,Facebook,Berita Guru,Guru yang tidak aktif di grup koordinasi WhatsApp tunjangan profesinya dipotong.,1,
1637,Antara News,@antaranews,Kemendikbud fokuskan dana untuk peningkatan sinyal internet di sekolah terpencil.,0,
1638,WhatsApp,Grup WA,Undangan survei kepuasan guru berhadiah saldo e-wallet (Indikasi Penipuan).,1,
1639,Liputan6,@liputan6dotcom,Nadiem Makarim: Digitalisasi sekolah memangkas biaya administrasi pendidikan.,0,
1640,TikTok,@infosekolah,Video: Penutupan massal sekolah swasta karena dana BOS Januari dihentikan.,1,
1641,Tirto.id,@tirtoid,Analisis: RPP 1 Lembar Januari kurangi beban kerja administratif guru.,0,
1642,Kompas.com,@kompascom,"Kemendikbudristek Alokasikan Rp2,4 Triliun untuk Laptop Pelajar Mei 2021",0,
1643,Detik.com,@detikcom,Nadiem Makarim: Efisiensi Anggaran Dialihkan untuk Subsidi Kuota Internet,0,
1644,Antara News,@antaranews,Pemerintah Pangkas Anggaran Seremonial Pendidikan Demi Bangun Sekolah Pelosok,0,
1645,YouTube,Berita Nasional,Terobosan SIPLah: Digitalisasi Pengadaan Sekolah Tekan Kebocoran Dana BOS,0,
1646,Kemendikbud,@kemdikbud_ri,Penyaluran Dana BOS Tahap II 2021 Langsung ke Rekening Sekolah,0,
1647,WhatsApp,Grup Warga,[HOAX] Dana Bantuan Kuota Mei 2021 Hanya untuk Siswa Sekolah Negeri,1,
1648,Facebook,Kabar Pendidikan,Viral! Subsidi UKT Mahasiswa Dibatalkan Sepihak Karena Anggaran Kosong,1,
1649,X (Twitter),@RakyatBicara,Bocoran: Uang Sertifikasi Guru Akan Dipangkas 20% untuk Efisiensi APBN,1,
1650,Tempo.co,@tempodotco,Audit BPK: Temuan Pemborosan Anggaran di Lingkungan Perguruan Tinggi Negeri,0,
1651,Media Indonesia,@mediaindonesia,Mendikbudristek Dorong Kampus Cari Pendanaan Mandiri Lewat Matching Fund,0,
1652,Facebook,Info Beasiswa,[HOAX] Pendaftaran KIP Kuliah 2022 Ditutup Permanen Akibat Krisis Global,1,
1653,Instagram,@faktakita,Cek Fakta: Benarkah Dana Pendidikan Dialihkan Seluruhnya untuk Proyek IKN?,1,
1654,TikTok,@edunews_id,"Gawat! Laptop Merah Putih Harganya Mark Up, Anggaran Pendidikan Dirampok",1,
1655,X (Twitter),@anon_leaks,Dokumen Rahasia: Dana LPDP Bakal Dihapus Tahun Depan karena Boros,1,
1656,WhatsApp,Forwarded,Link Pendaftaran Bantuan Biaya Hidup Mahasiswa Rp5 Juta dari Kemendikbud,1,
1657,CNN Indonesia,@CNNIndonesia,"Efisiensi Birokrasi, Kemendikbud Hapus Ratusan Jabatan Eselon IV",0,
1658,Republika,@republikaonline,Pemerintah Pastikan Anggaran Pendidikan 20% APBN Tetap Terjaga di 2022,0,
1659,Liputan6,@liputan6dotcom,Inovasi Aplikasi ARKAS Permudah Sekolah Kelola Dana BOS Secara Transparan,0,
1660,Kompas.com,@kompascom,"Kemendikbud Klaim Hemat Rp1,3 Triliun dari Digitalisasi Materi Ajar",0,
1661,Antara News,@antaranews,Kemendikbudristek Pastikan Tidak Ada Pemotongan Gaji Guru Selama Pandemi,0,
1662,Detik.com,@detikcom,Mendikbud: Anggaran Riset Ditingkatkan Lewat Skema Dana Abadi Perguruan Tinggi,0,
1663,YouTube,Edukasi TV,Review Penggunaan Dana BOS 2022 untuk Pemeliharaan Fasilitas Sekolah,0,
1664,Instagram,@official.kemdikbud,Sosialisasi Perubahan Juknis Dana BOS demi Fleksibilitas Kepala Sekolah,0,
1665,X (Twitter),@politik_idn,Skandal: Pejabat Kemendikbud Terciduk Gunakan Dana Efisiensi untuk Liburan,1,
1666,Facebook,Suara Edukasi,[HOAX] Aturan Baru: Seragam Sekolah Harus Beli di Pusat dengan Harga Mahal,1,
1667,WhatsApp,Grup Alumni,Kabar Duka: Tunjangan Profesi Guru Dihapus dalam RUU Sisdiknas Terbaru,1,
1668,TikTok,@vlogger_politik,Fakta atau Mitos: Dana Pendidikan Kita Dipakai Bayar Hutang Negara?,1,
1669,Kominfo,@kemkominfo,[FITNAH] Pesan Berantai Kuota Internet Gratis 100GB dari Kemendikbud,1,
1670,Facebook,Lowongan Guru,[HOAX] Pengangkatan PPPK Tanpa Tes Khusus untuk Penghematan Anggaran,1,
1671,X (Twitter),@rumor_kampus,Mahasiswa Demo: Dana UKT Dialihkan untuk Pembangunan Gedung Rektorat,1,
1672,Instagram,@infomahasiswa,Beasiswa LPDP 2023 Fokus pada Bidang STEM untuk Efisiensi SDM Unggul,0,
1673,Tempo.co,@tempodotco,Pemerintah Evaluasi Skema Pengembalian Dana LPDP Bagi yang Tak Pulang,0,
1674,CNN Indonesia,@CNNIndonesia,Anggaran Kemendikdasmen 2024 Fokus pada Rehabilitasi Sekolah Rusak,0,
1675,Kompas.com,@kompascom,Kemendiktisaintek Dorong Hilirisasi Riset Kampus Agar Lebih Efisien,0,
1676,WhatsApp,Grup Keluarga,[HOAX] Mulai Besok Semua Siswa Wajib Beli Tablet Baru dari Dana BOS,1,
1677,Facebook,Berita Viral,Gaji Guru Honorer Akan Diganti dengan Sembako karena Dana Habis,1,
1678,X (Twitter),@citizen_news,Benarkah Anggaran Riset Kemendiktisaintek Turun Drastis Tahun Ini?,1,
1679,Antara News,@antaranews,Menkeu Sri Mulyani: Dana Abadi Pendidikan Mencapai Rp139 Triliun,0,
1680,Media Indonesia,@mediaindonesia,DPR Setujui Tambahan Anggaran untuk Peningkatan Kualitas Guru PPPK,0,
1681,Republika,@republikaonline,Audit Internal Kemendikdasmen: Penggunaan Dana BOS 2023 Lebih Akuntabel,0,
1682,YouTube,Kabar Guru,Cara Mengisi Aplikasi Rencana Kegiatan dan Anggaran Sekolah (ARKAS) 4.0,0,
