No,Sumber,Akun / Media,Judul / Narasi,Label Manual,Label Otomatis
1825,TikTok,@vlogger_politik,fakta mitos anggaran pendidikan indonesia sengaja dikurangi,1,
1826,YouTube,Info Berita,benarkah sekolah kena pajak penjelasan lengkap kemenkeu,0,
1827,Antara News,@antaranews,kemendikbudristek juta guru divaksinasi per juni,0,
1828,CNN Indonesia,@CNNIndonesia,mendikbud dorong perguruan tinggi lakukan efisiensi operasional cloud,0,
1829,Republika,@republikaonline,penyaluran dana bos reguler tahap ii capai persen,0,
1830,Tempo.co,@tempodotco,kemendikbudristek fokuskan dana alokasi umum gaji guru pppk,0,
1831,WhatsApp,Grup Alumni,hoaks beasiswa lpdp dibuka lulusan universitas papan,1,
1832,Facebook,Lowongan Kerja,hoaks penerimaan staf kemendikbud jalur khusus membayar juta,1,
1833,X (Twitter),@CitizenNews,viral gedung sekolah roboh direnovasi pakai dana bos,1,
1834,Instagram,@fakta_bola,hoaks anggaran olahraga siswa dihapus demi membayar influencer pendidikan,1,
1835,TikTok,@news_tiktok,berita gembira nadiem beri hadiah juta per siswa juni hoaks,1,
1836,WhatsApp,Grup RT,hoaks sekolah tatap muka dibatalkan permanen gedung sekolah dijual,1,
1837,Facebook,Info Cepat,hoaks guru diberhentikan secara hormat tanpa pesangon,1,
1838,X (Twitter),@FactChecker,misinformasi isu ppn pendidikan menyasar sekolah rakyat kecil,0,
1839,Kompas.com,@kompascom,audit bpk kemendikbud raih predikat wtp tengah efisiensi,0,
1840,Detik.com,@detikcom,kemenkeu pajak jasa pendidikan masuk ruu kup sekolah mahal,0,
1841,Media Indonesia,@mediaindonesia,pemanfaatan platform merdeka belajar tekan biaya pelatihan guru nasional,0,
1842,CNBC Indonesia,@cnbcindonesia,pemerintah siapkan rp triliun bantuan ukt mahasiswa semester ganjil,0,
1843,YouTube,Kemdikbud RI,sosialisasi mekanisme seleksi guru asn pppk tahun,0,
1844,Instagram,@kemdikbud.ri,inovasi siplah belanja kebutuhan sekolah hemat terlacak,0,
1845,Antara News,@antaranews,mendikbudristek sebut kurikulum prototipe efisien siswa,0,
1846,WhatsApp,Grup Berita,hoaks subsidi ukt mahasiswa mendukung pemerintah,1,
1847,Facebook,Viral News,hoaks dana pendidikan dipakai membeli saham perusahaan teknologi asing,1,
1848,X (Twitter),@PolitikUpdate,viral pejabat kemendikbud pesta mewah anggaran guru dipangkas,1,
1849,TikTok,@berita_panas,gawat data juta penerima pip bocor dijual dark web,1,
1850,Instagram,@cekfakta_id,klarifikasi penghapusan mata pelajaran sejarah smk,1,
1851,WhatsApp,Forwarded,hoaks pendaftaran beasiswa negeri tanpa tes khusus alumni sekolah,1,
1852,Facebook,Kabar Guru,hoaks mulai juli sertifikasi guru dibayarkan per bulan hemat admin,1,
1853,X (Twitter),@anon_leaks,bocoran anggaran pendidikan turun menjadi tahun,1,
1854,CNN Indonesia,@CNNIndonesia,pemerintah alokasikan rp triliun kuota internet selama,0,
1855,Tempo.co,@tempodotco,mendikbud nadiem program organisasi penggerak fokus hasil belajar,0,
1856,Republika,@republikaonline,digitalisasi perpustakaan sekolah dinilai efisien dibanding buku fisik,0,
1857,Detik.com,@detikcom,kemendikbudristek hapus kewajiban laporan spj fisik demi efisiensi,0,
1858,Kompas.com,@kompascom,pemerintah dorong smk membangun blu dapat mandiri secara finansial,0,
1859,YouTube,Kabar Pendidikan,review efektivitas belajar menggunakan kuota internet bantuan pemerintah,0,
1860,Media Indonesia,@mediaindonesia,satgas penanganan covid-19 sekolah tatap muka harus seizin pemda,0,
1861,Instagram,@infomahasiswa,kip kuliah biaya hidup kini disesuaikan indeks harga daerah,0,
1862,WhatsApp,Grup Sekolah,hoaks siswa mengikuti vaksin boleh naik kelas,1,
1863,Facebook,Berita Viral,hoaks dana bos tahap ii cair dipakai membayar bunga utang,1,
1864,X (Twitter),@Leak_Indo,terungkap dana pendidikan dialihkan membangun sirkuit balap,1,
1865,TikTok,@vlogger_politik,fakta mitos subsidi listrik sekolah dicabut mulai juni,1,
1866,Instagram,@stophoax,fitnah pesan singkat menang undian laptop kemendikbud rp juta,1,
1867,WhatsApp,Forwarded,hoaks link bantuan pendidikan rp rb per anak kominfo kemdikbud,1,
1868,Facebook,Info Beasiswa,hoaks beasiswa lpdp dibatalkan jurusan agama filsafat,1,
1869,X (Twitter),@RakyatBicara,skandal laptop merah putih produk rebranding negeri,1,
1870,TikTok,@news_update,bahaya sekolah tatap muka eksperimen sosial pemerintah,1,
1871,WhatsApp,Grup RT,hoaks mulai besok pendaftaran kip dibuka kelurahan membawa uang admin,1,
1872,Facebook,Suara Edukasi,hoaks tunjangan profesi guru dihapus rencana pajak jasa pendidikan,1,
1873,Instagram,@faktakonten,hoaks dana kip kuliah dipotong kampus biaya pembangunan,1,
1874,Antara News,@antaranews,mendikbudristek sekolah harus prioritaskan dana bos sanitasi,0,
1875,CNBC Indonesia,@cnbcindonesia,sri mulyani anggaran pendidikan apbn amanat konstitusi,0,
1876,Kompas.com,@kompascom,pemerintah siapkan bonus guru mengajar daerah terpencil,0,
1877,Detik.com,@detikcom,program smk pusat keunggulan gunakan skema pembiayaan industri,0,
1878,Republika,@republikaonline,kemendikbudristek evaluasi penggunaan aplikasi belajar selama pandemi,0,
1879,Tempo.co,@tempodotco,efisiensi anggaran kemendikbud kurangi pengadaan atk kantor pusat,0,
1880,YouTube,Fokus Berita,benarkah anggaran pendidikan dialihkan simak penjelasan pakar hukum,0,
1881,Media Indonesia,@mediaindonesia,kampus merdeka dinilai mampu menekan anggaran magang perusahaan,0,
1882,LinkedIn,Analis Publik,sentralisasi data pendidikan dapodik menghemat anggaran,0,
1883,CNN Indonesia,@CNNIndonesia,mendikbud anggaran kebudayaan digunakan pelestarian desa,0,
1884,WhatsApp,Grup Guru,hoaks mulai juni guru honorer boleh mengajar usia,1,
1885,Facebook,Info Cepat,hoaks sertifikat pendidik kini dijual bebas marketplace seharga juta,1,
1886,X (Twitter),@NetizenNews,berita duka anggaran makan gratis siswa diambil tabungan guru,1,
1887,TikTok,@edunews_id,gawat laptop kemendikbud dapat install aplikasi microsoft office,1,
1888,Instagram,@fakta_edu,hoaks sekolah zona merah tetap wajib masuk demi efisiensi operasional,1,
1889,WhatsApp,Forwarded,hoaks link survei kemendikbud berhadiah uang tunai rp ribu,1,
1890,Facebook,Lowongan Guru,hoaks rekrutmen pppk memiliki sertifikat,1,
1891,X (Twitter),@Politik_Indo,viral anggaran pendidikan dipakai membayar influencer negeri,1,
1892,TikTok,@vlogger_id,fakta tersembunyi dana bos berasal hutang bank dunia,1,
1893,Instagram,@cekfakta,klarifikasi narasi sekolah wajib membayar pajak ppn menyesatkan,1,
1894,Antara News,@antaranews,kemendikbudristek luncurkan program kampus mengajar angkatan,0,
1895,Kompas.com,@kompascom,mendikbudristek sekolah boleh gunakan dana bos membeli pulsa guru,0,
1896,Detik.com,@detikcom,menkeu pastikan pemotongan anggaran fungsi pendidikan,0,
1897,CNBC Indonesia,@cnbcindonesia,pemerintah siapkan dana abadi riset rp triliun tahun,0,
1898,Republika,@republikaonline,mendikbudristek dorong mahasiswa jadi duta perubahan perilaku covid-19,0,
1899,YouTube,Kemdikbud RI,tutorial pendaftaran seleksi guru asn pppk portal sscasn,0,
1900,Media Indonesia,@mediaindonesia,efisiensi anggaran perjalanan dinas pejabat kemendikbud dipangkas,0,
1901,CNN Indonesia,@CNNIndonesia,kemendikbudristek pastikan dana bosp cair tepat,0,
1902,WhatsApp,Grup Sekolah,hoaks dana seragam gratis dibagikan indomaret alfamart,1,
1903,Facebook,Kabar Viral,hoaks mulai juni mata pelajaran matematika dihapus kurikulum sd,1,
1904,X (Twitter),@AnonEdu,dokumen bocor dana pendidikan dipakai bangun lapangan golf pejabat,1,
1905,TikTok,@berita_edu,hoaks ujian nasional diadakan mulai juni secara dadakan,1,
1906,Instagram,@faktakita,hoaks dana kip kuliah dihentikan mahasiswa ikut demo,1,
1907,WhatsApp,Forwarded,hoaks subsidi biaya skripsi rp juta kemendikbud klik link,1,
1908,Facebook,Suara Rakyat,hoaks menteri nadiem sebut belajar online baik tatap muka,1,
1909,X (Twitter),@PolitikUpdate,viral anggaran buku pelajaran dialihkan membayar buzzer,1,
1910,TikTok,@vlogger_politik,fakta mitos dana pendidikan mengalir negara tetangga,1,
1911,Instagram,@stophoax,klarifikasi informasi gaji guru pppk juta rupiah benar,1,
1912,WhatsApp,Grup Guru,hoaks pengangkatan pppk otomatis mengabdi tahun,1,
1913,Facebook,Info Beasiswa,hoaks dana lpdp resmi dialihkan membayar hutang bumn,1,
1914,X (Twitter),@RumorKampus,bocoran ukt mahasiswa naik mulai semester,1,
1915,TikTok,@news_update,bahaya data guru vaksin diserahkan perusahaan asuransi,1,
1916,Instagram,@fakta_bola,hoaks ekskul olahraga dilarang selamanya sekolah pandemi usai,1,
1917,WhatsApp,Grup RT,hoaks sekolah punya panel surya dicabut izinnya,1,
1918,Facebook,Info Cepat,hoaks pemerintah memungut pajak beasiswa negeri,1,
1919,X (Twitter),@Netizen_News,skandal anggaran laptop mark up harga,1,
1920,TikTok,@berita_panas,berita duka anggaran kip kuliah ditutup sementara kas negara kosong,1,
1921,Instagram,@cekfakta_id,hoaks pesan berantai nadiem makarim menghapus gelar sarjana,1,
1922,WhatsApp,Forwarded,hoaks bantuan uang tunai pelajar mendikbud link bit ly bantuan edu,1,
1923,Facebook,Viral Edu,hoaks siswa sd wajib memakai masker medis merk tertentu milik pejabat,1,
1924,Tempo.co,@tempodotco,kemendikbudristek alokasikan rp triliun program guru penggerak,0,
1925,Kompas.com,@kompascom,nadiem dana bos kini dikirim langsung rekening sekolah tanpa antre,0,
1926,Detik.com,@detikcom,kemendikbudristek klaim efisiensi anggaran capai rp triliun semester,0,
1927,Antara News,@antaranews,pemerintah fokuskan dana pendidikan transformasi teknologi informasi,0,
1928,CNBC Indonesia,@cnbcindonesia,realisasi anggaran pendidikan juni tumbuh positif,0,
1929,Republika,@republikaonline,kemenkeu anggaran pendidikan tetap jadi prioritas utama apbn,0,
1930,Media Indonesia,@mediaindonesia,mendikbudristek sekolah tatap muka harus tetap patuhi protokol kesehatan,0,
1931,CNN Indonesia,@CNNIndonesia,audit bpk temukan potensi pemborosan dana pendidikan provinsi,0,
1932,YouTube,Pendidikan Kita,inovasi aplikasi merdeka belajar hemat kertas biaya administrasi,0,
1933,Instagram,@kemdikbud.ri,pengumuman masa sanggah seleksi guru pppk resmi dibuka,0,
1934,LinkedIn,Praktisi Edukasi,dampak positif digitalisasi pendidikan menekan biaya operasional,0,
1935,Facebook,Kabar Guru,update juknis penggunaan dana bos reguler tahun,0,
1936,X (Twitter),@FactChecker,misinformasi foto sertifikat guru dipungut biaya palsu,0,
1937,TikTok,@vlogger_edu,benarkah guru honorer dapat subsidi motor listrik cek penjelasan mendikbud,0,
1938,Instagram,@faktakita,berita gembira kuota internet gratis tahap ii cair juni,0,
1939,WhatsApp,Grup Sekolah,hoaks dana sekolah dipakai membiayai pilkada serentak,1,
1940,Facebook,Berita Viral,hoaks nadiem makarim larang siswa memakai seragam sekolah rumah,1,
1941,X (Twitter),@Politik_Indo,viral dana sertifikasi guru dipakai membayar sewa kantor jakarta,1,
1942,TikTok,@news_tiktok,gawat dana pendidikan bocor pejabat membeli apartemen singapura,1,
1943,WhatsApp,Forwarded,hoaks link undian smartphone gratis siswa berprestasi juni,1,
1944,WhatsApp,Forwarded,hoaks link undian smartphone gratis siswa berprestasi juni,1,
1945,Kompas.com,@kompascom,kemendikbudristek tunda pembelajaran tatap muka terbatas selama ppkm darurat,0,
1946,Detik.com,@detikcom,nadiem makarim anggaran rp miliar dialihkan lanjutkan bantuan ukt,0,
1947,Antara News,@antaranews,pemerintah salurkan bantuan oksigen rumah sakit pendidikan jawa bali,0,
1948,Republika,@republikaonline,optimalisasi anggaran kemendikbudristek fokus digitalisasi modul pjj,0,
1949,CNN Indonesia,@CNNIndonesia,proyek laptop merah putih rp triliun upaya efisiensi pengadaan jangka panjang,0,
1950,WhatsApp,Grup Warga,hoaks sekolah tatap muka dibatalkan selamanya dana bos habis,1,
1951,Facebook,Kabar Guru,hoaks sertifikasi guru juli cair dialihkan bansos,1,
1952,X (Twitter),@PolitikUpdate,viral harga laptop pelajar rp juta spesifikasi rp juta,1,
1953,Instagram,@faktakita,cek fakta benarkah dana pendidikan digunakan membeli vaksin berbayar,1,
1954,WhatsApp,Forwarded,hoaks link pendaftaran subsidi kuota internet gb selama ppkm darurat,1,
1955,Facebook,Info Beasiswa,hoaks beasiswa lpdp tersedia mahasiswa vaksin dosis,1,
1956,X (Twitter),@AnonEdu,dokumen palsu kemendikbud potong gaji guru honorer demi membayar laptop,1,
1957,TikTok,@vlogger_id,gawat laptop merah putih rakitan barang bekas negeri,1,
1958,WhatsApp,Grup Sekolah,hoaks instruksi membeli seragam sekolah daring dana pribadi,1,
1959,Facebook,Suara Rakyat,hoaks mahasiswa kip kuliah wajib ikut program vaksinasi berbayar,1,
1960,Tempo.co,@tempodotco,kemendikbudristek klaim hemat rp miliar pembatalan acara luring juli,0,
1961,Media Indonesia,@mediaindonesia,mendikbud mahasiswa semester berhak dapat bantuan ukt,0,
1962,CNBC Indonesia,@cnbcindonesia,sri mulyani anggaran pendidikan tetap jadi tulang punggung pemulihan nasional,0,
1963,YouTube,Pendidikan TV,strategi kampus merdeka efisiensi biaya kuliah program magang,0,
1964,Liputan6,@liputan6dotcom,kemendikbudristek berikan bantuan kuota internet tambahan selama ppkm,0,
1965,WhatsApp,Grup Guru,hoaks mulai juli guru wajib lapor pajak dana bos dikelola,1,
1966,Facebook,Info Viral,hoaks nadiem makarim menghapus mata pelajaran agama kurikulum,1,
1967,X (Twitter),@NewsUpdate,berita buruk anggaran beasiswa negeri dihentikan krisis,1,
1968,TikTok,@edunews,hoaks dana pendidikan rp triliun terdeteksi masuk rekening ormas,1,
1969,Instagram,@stophoax,klarifikasi narasi sekolah wajib membayar ppn per juli menyesatkan,1,
1970,WhatsApp,Forwarded,hoaks subsidi laptop gratis pemerintah link bit ly laptop pelajar,1,
1971,Facebook,Kabar Sekolah,hoaks orang tua siswa wajib membayar sewa zoom premium sekolah,1,
1972,X (Twitter),@politik_id,skandal dana riset perguruan tinggi dipakai kampanye digital pejabat,1,
1973,TikTok,@vlogger_politik,fakta mitos subsidi listrik pendidikan dicabut selama masa ppkm,1,
1974,YouTube,Info Berita,penjelasan resmi kemendikbud terkait syarat penerima bantuan ukt,0,
1975,Antara News,@antaranews,kemendikbudristek sediakan oksigen konsentrator rs pendidikan,0,
1976,CNN Indonesia,@CNNIndonesia,mendikbudristek dana bos dapat digunakan biaya isoman guru,0,
1977,Republika,@republikaonline,audit bpk penyerapan anggaran kemendikbud semester baik,0,
1978,Tempo.co,@tempodotco,kemendikbudristek efisiensi anggaran perjalanan dinas dana darurat,0,
1979,WhatsApp,Grup Alumni,hoaks penerima kip kuliah dicabut haknya melakukan kritik sosial,1,
1980,Facebook,Lowongan Kerja,hoaks rekrutmen cpns guru jalur orang membayar juta,1,
1981,X (Twitter),@CitizenNews,viral atap sekolah ambruk tengah ppkm dana renovasi disunat,1,
1982,Instagram,@fakta_bola,hoaks anggaran lomba olahraga siswa dihapus total selamanya,1,
1983,TikTok,@news_tiktok,berita gembira pemerintah beri juta per mahasiswa gagal skripsi,1,
1984,WhatsApp,Grup RT,hoaks link bantuan sosial pendidikan khusus anak yatim kemdikbud,1,
1985,Facebook,Info Cepat,hoaks guru non sertifikasi diperbolehkan mengajar mulai agustus,1,
1986,X (Twitter),@FactChecker,misinformasi isu laptop merah putih dapat menjalankan linux,0,
1987,Kompas.com,@kompascom,kemendikbudristek resmikan program pertukaran mahasiswa merdeka,0,
1988,Detik.com,@detikcom,kemenkeu pastikan dana abadi pendidikan ditambah rp triliun,0,
1989,Media Indonesia,@mediaindonesia,digitalisasi pendidikan dinilai mampu memangkas biaya logistik buku,0,
1990,CNBC Indonesia,@cnbcindonesia,pemerintah siapkan tambahan anggaran penanganan covid-19 sektor pendidikan,0,
1991,YouTube,Kemdikbud RI,sosialisasi perpanjangan bantuan kuota data internet tahun,0,
1992,Instagram,@kemdikbud.ri,gunakan aplikasi arkas pelaporan dana bos transparan,0,
1993,Antara News,@antaranews,mendikbudristek kurikulum darurat membantu guru selama ppkm,0,
1994,WhatsApp,Grup Berita,hoaks pemerintah tarik bantuan ponsel anggaran defisit,1,
1995,Facebook,Viral News,hoaks dana pendidikan digunakan membayar hutang perusahaan listrik,1,
1996,X (Twitter),@PolitikUpdate,viral pejabat kemendikbud ketahuan liburan pakai fasilitas dana riset,1,
1997,TikTok,@berita_panas,gawat database guru se indonesia bocor dijual forum hacker,1,
1998,Instagram,@cekfakta_id,klarifikasi video guru dipecat vaksin berita palsu,1,
1999,WhatsApp,Forwarded,hoaks pendaftaran beasiswa full tanpa seleksi bulan juli,1,
2000,Facebook,Kabar Guru,hoaks tunjangan fungsional guru dihapus mulai semester ganjil,1,
2001,X (Twitter),@anon_leaks,bocoran anggaran sertifikasi guru dialihkan proyek infrastruktur,1,
2002,CNN Indonesia,@CNNIndonesia,pemerintah pastikan anggaran kip kuliah mencapai rp triliun,0,
2003,Tempo.co,@tempodotco,mendikbud nadiem program kampus mengajar berhasil efisiensi sdm daerah,0,
2004,Republika,@republikaonline,pemanfaatan rapor hemat anggaran percetakan miliaran rupiah,0,
2005,Detik.com,@detikcom,kemendikbudristek sederhanakan struktur birokrasi efisiensi gaji,0,
2006,Kompas.com,@kompascom,pemerintah dorong ptn menjadi bhmn mandiri secara finansial,0,
2007,YouTube,Kabar Pendidikan,review kebijakan bantuan ukt mahasiswa tengah masa ppkm darurat,0,
2008,Media Indonesia,@mediaindonesia,satgas covid-19 vaksinasi guru capai per juli,0,
2009,Instagram,@infomahasiswa,update mengajukan keringanan ukt kampus,0,
2010,WhatsApp,Grup Sekolah,hoaks siswa divaksin dosis mendapat kuota,1,
2011,Facebook,Berita Viral,hoaks dana bos juli cair dipakai membayar gaji pegawai kontrak,1,
2012,X (Twitter),@Leak_Indo,terungkap dana pendidikan dipakai membangun wisma atlet mewah,1,
2013,TikTok,@vlogger_politik,fakta mitos pajak pendidikan dipungut pulsa ponsel,1,
2014,Instagram,@stophoax,fitnah broadcast menang undian beasiswa kemendikbud rp juta,1,
2015,WhatsApp,Forwarded,hoaks link pendaftaran relawan pendidikan berbayar kemdikbud,1,
2016,Facebook,Info Beasiswa,hoaks beasiswa unggulan dihentikan permanen dana,1,
2017,X (Twitter),@RakyatBicara,skandal laptop kemendikbud dapat digunakan browsing,1,
2018,TikTok,@news_update,bahaya platform merdeka mengajar digunakan memantau ideologi guru,1,
2019,WhatsApp,Grup RT,hoaks mulai besok pembagian sembako pemegang kartu kip,1,
2020,Facebook,Suara Edukasi,hoaks pemerintah menghapus status guru tetap mulai tahun,1,
2021,Instagram,@faktakonten,hoaks dana riset mahasiswa dipotong biaya administrasi pusat,1,
2022,Antara News,@antaranews,mendikbudristek sekolah harus prioritaskan dana bos protokol kesehatan,0,
2023,CNBC Indonesia,@cnbcindonesia,menkeu anggaran pendidikan apbn tetap fokus sdm unggul,0,
2024,Kompas.com,@kompascom,pemerintah beri insentif guru honorer wilayah ppkm darurat,0,
2025,Detik.com,@detikcom,program smk pusat keunggulan gunakan dana padanan industri pemerintah,0,
